country,year,co2,population,primary_energy_consumption,iso_code,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_energy,per_capita_electricity,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,Code,Urban population,Rural population,Urban population (% of total population)
China,2006,6494.331,1318054037,23048.332,CHN,9489543593984,44.09,3.693,9.191,12.068,5.409,7.13,0.249,0.052,786.511,9.823,1513.274,12884.437,16918.381,1746.833,2302.42,6.984,1008.564,11765.831,15449.555,80.344,73.404,2858.84,2168.986,2865.72,12.951,9.612,2021.17,17552.791,2.429,9.636,1899.643,1793.675,2364.16,16459.682,21612.988,82.498,93.772,23.009,108.086,577.838,18.072,23.82,440.061,18.721,93.056,449.427,590.136,0.831,2.507,2253.92,9.765,103.164,1239.988,330.631,435.79,944.33,15.207,5.38,10.262,121.524,1435.345,380.531,501.56,1093.108,17.502,6.228,-6.88,-0.241,3.306,3.875,149.745,41.607,54.84,114.041,1.914,0.65,7.25,278.282,4116.769,28.77,37.92,3135.185,1.882,39.691,1636.469,2148.825,1.323,17.861,22.712,7.133,34.029,5.774,5.412,17.297,0.249,0.099,2174.205,11.157,117.65,1285.599,338.924,446.72,979.067,15.588,5.578,13.095,0.03,0.27,0.068,0.09,0.206,0.003,0.001,90.735,4.989,10.562,2.815,3.71,8.043,0.129,0.046,CHN,575118254,735901746,43.868
China,2007,6983.547,1325813580,25049.576,CHN,10358205972480,10.591,1.278,10.099,13.346,7.437,9.86,0.3,0.053,785.125,8.899,1505.533,13941.528,18423.914,2003.826,2656.7,8.345,1289.311,12666.438,16738.865,80.959,73.55,3271.23,2467.338,3281.54,13.659,8.683,2001.242,18955.223,2.418,8.492,1835.273,2050.59,2718.7,17743.492,23448.26,82.848,93.607,23.007,132.941,710.779,25.577,33.91,537.852,18.252,107.711,528.066,697.847,1.033,2.837,2576.42,11.354,132.155,1372.143,366.009,485.26,1038.312,14.788,5.478,12.18,165.971,1601.315,424.524,562.84,1211.729,17.152,6.393,-10.31,-0.315,13.287,18.836,168.582,46.862,62.13,127.567,1.893,0.673,4.78,196.798,4313.567,21.187,28.09,3264.112,0.84,18.056,1639.697,2166.881,0.856,17.22,31.429,9.863,38.273,8.717,7.439,23.783,0.301,0.125,2475.114,12.047,147.134,1432.734,377.662,500.71,1084.161,15.258,5.72,20,0.052,0.322,0.083,0.11,0.244,0.003,0.001,47.617,4.932,15.493,4.133,5.48,11.724,0.167,0.062,CHN,595670841,722214159,45.199
China,2008,7501.498,1333821009,26020.463,CHN,10799147909120,36.213,4.833,13.667,18.179,11.148,14.87,0.425,0.07,746.948,1.585,292.006,14070.352,18715.92,2030.94,2708.91,3.647,610.418,13042.935,17349.283,77.491,71.928,3482.96,2611.265,3495.76,14.156,3.876,970.887,19561.799,2.409,2.111,495.08,2070.96,2762.29,18000.25,23943.34,79.018,92.017,15.272,108.55,819.329,25.918,34.57,615.959,15.973,111.47,608.432,809.317,0.989,3.149,2611.15,31.261,417.752,1789.895,477.545,636.96,1345.616,18.221,6.879,30.451,475.807,2077.122,549.901,733.47,1561.55,20.982,7.983,-12.8,-0.368,10.082,15.844,184.426,51.274,68.39,138.649,1.956,0.709,2.191,94.524,4408.092,14.102,18.81,3313.938,2.212,47.932,1665.063,2214.812,0.538,16.941,47.384,14.866,50.725,15.955,11.145,35.623,0.425,0.182,2620.862,32.912,459.963,1892.697,498.628,665.08,1422.901,19.025,7.274,33.333,0.105,0.427,0.112,0.15,0.321,0.004,0.002,139.082,21.318,36.812,9.821,13.1,27.675,0.375,0.141,CHN,616481190,708173810,46.539
China,2009,7891.078,1342522709,27158.898,CHN,11572544012288,9.404,1.71,14.852,19.889,15.538,20.86,0.562,0.073,753.029,4.75,889.1,14640.164,19605.02,2168.693,2911.52,3.09,536.068,13355.992,17885.352,78.38,72.186,3703.26,2758.434,3714.64,14.374,4.375,1138.436,20281.068,2.347,4.779,1144.217,2219.851,2980.2,18734.283,25087.559,80.229,92.373,10.119,82.911,902.24,42.13,56.56,673.753,6.188,50.081,641.76,859.398,1.523,3.322,2797.23,-3.347,-70.578,1719.316,458.57,615.64,1283.91,16.573,6.331,0.357,-5.782,2071.34,547.06,734.44,1546.786,19.771,7.627,-11.38,-0.307,2.422,3.3,187.726,52.178,70.05,140.186,1.886,0.691,3.907,172.207,4580.298,9.028,12.12,3420.365,-0.499,-11.044,1645.677,2203.769,0.326,16.865,66.509,20.859,40.316,19.125,15.537,49.666,0.562,0.245,2766.91,0.151,-9.082,1883.614,494.882,664.39,1406.6,17.886,6.936,83.553,0.352,0.779,0.209,0.28,0.582,0.008,0.003,110.802,40.309,77.121,20.566,27.61,57.59,0.743,0.284,CHN,637407288,693852712,47.88
China,2010,8620.576,1351561511,29055.609,CHN,12858808074240,-0.463,-0.092,14.684,19.797,18.423,24.9,0.592,0.068,740.64,3.752,735.523,15087.282,20340.543,2392.492,3233.6,8.286,1481.898,14365.356,19367.25,76.859,70.006,4193.65,3102.819,4207.16,15.285,6.984,1896.711,21551.547,2.26,6.203,1556.216,2475.685,3346.04,19762.605,26643.773,79.532,91.699,20.671,186.5,1088.741,57.511,77.73,807.556,12.34,106.048,716.104,965.445,1.848,3.747,3115.99,15.551,255.184,1974.5,526.339,711.38,1464.555,16.909,6.796,16.781,340.496,2411.836,637.13,861.12,1788.942,20.468,8.301,-13.51,-0.322,6.698,11.344,199.071,55.299,74.74,147.658,1.776,0.685,13.846,634.192,5214.49,25.681,34.71,3867.767,7.137,157.284,1751.274,2361.053,0.825,17.947,79.411,24.9,19.372,12.902,18.423,58.902,0.592,0.273,3112.814,17.813,329.152,2212.766,581.831,786.38,1641.285,18.691,7.616,151.254,1.167,1.946,0.518,0.7,1.443,0.017,0.007,78.887,59.992,137.113,36.55,49.4,101.701,1.174,0.472,CHN,658498663,679206337,49.226
China,2011,9532.332,1360250657,31336.535,CHN,13691527364608,10.629,2.104,16.138,21.901,20.312,27.63,0.586,0.07,752.231,8.864,1803.061,16316.91,22143.604,2713.375,3690.87,11.193,2167.818,15868.5,21535.068,78.312,70.664,4700.28,3455.451,4713.02,15.822,7.85,2280.928,23090.887,2.289,8.415,2242.192,2818.187,3833.44,21285.139,28885.965,81.337,92.18,24.146,262.888,1351.629,79.963,108.77,995.972,9.965,96.211,782.3,1061.656,2.308,4.313,3545.28,-3.281,-76.422,1898.078,505.819,688.04,1398.633,14.599,6.057,2.335,38.734,2450.57,646.631,879.58,1805.746,18.663,7.82,-12.74,-0.271,16.668,31.765,230.835,64.106,87.2,170.095,1.85,0.737,3.38,176.243,5390.733,24.848,33.8,3972.258,-0.068,-1.611,1738.597,2359.442,0.717,17.203,88.139,27.632,10.971,8.728,20.314,64.947,0.586,0.281,3464.817,1.006,6.969,2219.735,582.525,792.38,1635.651,16.813,7.084,272.325,5.254,7.2,1.919,2.61,5.306,0.055,0.023,50.001,67.304,204.416,54.475,74.1,150.628,1.572,0.652,CHN,679390629,665644371,50.511
China,2012,9779.292,1369520865,32624.178,CHN,14773157625856,17.792,3.897,18.878,25.797,22,30.13,0.604,0.079,720.151,1.259,278.754,16407.875,22422.357,2736.862,3748.19,1.181,254.234,15944.628,21789.303,75.151,68.729,4976.76,3633.942,4987.54,16.241,4.109,1287.643,23873.201,2.208,2.421,699.467,2840.161,3889.66,21649.555,29585.432,77.988,90.686,11.626,157.147,1508.776,80.503,110.25,1104.068,5.004,53.125,815.756,1114.781,2.211,4.625,3591.78,25.398,467.647,2365.726,629.994,862.79,1731.153,17.299,7.251,24.648,588.176,3038.746,801.653,1097.88,2223.645,22.012,9.314,-10.78,-0.217,12.75,27.855,258.69,71.792,98.32,189.3,1.971,0.793,4.889,263.566,5654.299,22.796,31.22,4137.613,2.269,53.527,1765.724,2412.969,0.626,17.332,96.12,30.133,9.051,7.981,22.003,70.337,0.604,0.295,3641.814,25.922,560.321,2780.055,729.861,999.56,2034.344,20.041,8.521,37.721,2.656,9.856,2.621,3.59,7.212,0.072,0.03,39.069,78.14,282.556,75.245,103.05,206.764,2.066,0.866,CHN,700996454,653193546,51.765
China,2013,9956.329,1379008046,33852.562,CHN,15925464006656,37.161,9.586,25.713,35.384,26.925,37.13,0.684,0.105,717.389,2.14,479.773,16642.777,22902.131,2956.741,4077.37,1.124,244.834,16012.013,22034.137,75.067,67.653,5420.4,3930.652,5431.63,17.097,3.765,1228.387,24600.361,2.126,3.187,942.953,3065.073,4226.76,22184.709,30528.387,77.818,90.18,13.919,210.01,1718.785,84.401,116.39,1249.026,9.269,103.326,885.188,1218.107,2.143,5.077,3896.59,5.426,113.348,2479.073,659.612,909.61,1801.521,16.747,7.323,10.375,285.433,3324.179,873.722,1204.87,2415.652,22.182,9.82,-11.23,-0.207,13.408,32.918,291.608,80.855,111.5,211.909,2.053,0.861,4.477,253.17,5907.47,23.93,33,4292.906,1.196,28.857,1774.454,2441.826,0.608,17.451,118.464,37.133,23.23,22.344,26.927,86.087,0.684,0.35,3938.795,10.084,252.516,3032.571,792.867,1093.37,2203.743,20.13,8.958,132.963,12.966,22.822,6.07,8.37,16.585,0.154,0.067,34.172,94.271,376.828,100.26,138.26,273.837,2.545,1.113,CHN,722694421,640545579,53.013
China,2014,9990.257,1387951973,34729.066,CHN,17103948087296,4.44,1.571,26.678,36.955,33.337,46.27,0.799,0.106,693.728,-0.425,-97.428,16463.236,22804.703,3028.246,4203.06,-1.604,-353.375,15651.837,21680.762,72.536,65.665,5783.04,4166.6,5794.45,17.945,2.589,876.5,25071.705,2.03,0.991,302.465,3149.965,4372,22257.494,30830.852,75.452,88.775,9.591,164.846,1883.631,96.026,133.28,1359.837,7.692,93.701,947.025,1311.809,2.3,5.424,4019.77,16.499,391.735,2870.808,763.492,1059.69,2072.502,18.288,8.266,17.669,574.035,3898.214,1024.855,1422.45,2814.209,24.548,11.225,-11.41,-0.197,19.477,54.71,346.318,95.983,133.22,250.015,2.299,0.997,3.979,235.047,6142.517,25.693,35.66,4434.423,0.7,17.093,1775.15,2458.919,0.615,17.687,147.624,46.268,24.601,29.16,33.336,106.573,0.798,0.425,4174.82,17.49,519.325,3551.896,928.872,1289.23,2564.195,22.249,10.227,180.78,40.874,63.697,16.939,23.51,45.984,0.406,0.183,15.549,55.985,432.813,115.105,159.76,312.457,2.757,1.246,CHN,744357517,627502483,54.259
China,2015,9863.457,1396134164,35135.988,CHN,18301224747008,-26.129,-9.656,19.587,27.299,38.728,54.07,0.93,0.078,667.715,-2.086,-475.66,16021.235,22329.043,2898.124,4046.17,-1.876,-406.803,15264.205,21273.959,69.587,63.55,5802.14,4155.862,5814.58,17.903,1.172,406.922,25210.303,1.92,0.178,54.983,3043.791,4249.54,22160.789,30885.834,73.084,87.904,3.359,63.264,1946.895,119.552,166.91,1396.91,3.421,44.88,973.433,1356.689,2.871,5.541,3882.48,5.174,130.551,3001.359,798.29,1114.52,2153.495,19.168,8.542,9.108,351.94,4250.154,1120.981,1565.04,3049.514,26.916,12.096,-12.44,-0.214,28.645,96.552,442.87,122.753,171.38,317.762,2.947,1.26,7.609,467.379,6609.896,26.115,36.46,4742.644,1.481,36.414,1790.418,2495.333,0.627,18.812,172.514,54.07,16.863,24.89,38.729,123.78,0.93,0.491,4164.772,7.146,255.388,3807.285,998.228,1393.66,2731.752,23.968,10.836,67.916,42.623,106.32,28.278,39.48,76.285,0.679,0.303,16.167,66.98,499.793,132.931,185.59,358.604,3.192,1.422,CHN,765822300,614037700,55.5
China,2016,9762.714,1404052626,35277.711,CHN,19545710395392,1.889,0.516,19.841,27.815,44.25,62.13,1.013,0.079,651.666,-2.926,-653.264,15461.83,21675.779,2960.252,4156.35,-7.534,-1602.727,14031.94,19671.232,67.768,61.443,6120.44,4359.125,6133.16,18.954,0.403,141.723,25164.398,1.805,-0.946,-292.065,3131.784,4397.19,21823.236,30593.77,71.695,86.723,7.577,147.516,2094.411,134.098,188.28,1493.991,1.675,22.727,983.969,1379.416,3.07,5.937,3996.77,3.477,85.981,3087.341,821.387,1153.27,2202.271,18.804,8.752,10.767,433.79,4683.944,1236.4,1735.97,3341.165,28.305,13.277,-12.72,-0.208,24.391,104.759,547.629,151.832,213.18,390.636,3.476,1.552,3.233,213.683,6823.579,37.434,52.56,4867.415,-6.933,-172.996,1656.576,2322.336,0.857,19.342,198.27,62.135,14.915,25.756,44.254,141.43,1.013,0.562,4368.184,9.124,329.031,4136.315,1084.568,1522.79,2950.529,24.829,11.725,68.508,71.778,178.098,47.384,66.53,127.041,1.085,0.505,29.78,145,644.793,171.546,240.86,459.945,3.927,1.828,CHN,787376534,600413466,56.736
China,2017,10006.343,1412354742,36649.383,CHN,20894363680768,-6.755,-1.879,18.391,25.936,56.36,79.6,1.205,0.071,644.167,1.106,239.664,15539.826,21915.443,3136.627,4430.03,3.329,654.877,14412.859,20326.109,67.077,59.798,6591.39,4666.951,6604.44,19.743,3.888,1371.672,25987.383,1.754,2.999,917.368,3320.186,4689.28,22343.951,31511.137,71.002,85.98,15.189,318.111,2412.522,143.873,203.2,1710.673,8.161,112.579,1057.945,1491.995,3.077,6.583,4254.36,1.023,13.236,3100.576,824.906,1165.06,2198.56,17.641,8.46,10.053,454.302,5138.246,1356.005,1915.16,3643.433,28.998,14.02,-13.05,-0.198,16.381,85.96,633.589,175.664,248.1,449.266,3.757,1.729,5.27,359.593,7183.172,39.685,56.05,5093.451,-4.096,-95.122,1579.276,2227.215,0.849,19.6,254.016,79.599,28.107,55.746,56.359,180.118,1.205,0.693,4676.191,9.183,368.342,4504.657,1180.341,1667.06,3194.167,25.242,12.291,77.068,135.402,313.5,83.407,117.8,222.297,1.784,0.855,26.463,165.836,810.629,215.668,304.6,574.802,4.612,2.212,CHN,809246214,586968786,57.96
China,2018,10332.992,1419008963,38409.645,CHN,22294286041088,29.818,7.733,23.76,33.669,66.053,93.73,1.308,0.088,636.876,1.993,436.703,15773.501,22352.146,3357.216,4763.92,5.052,1026.842,15068.388,21352.951,66.478,58.194,7150.92,5039.376,7166.14,20.543,4.803,1760.262,27104.984,1.723,3.837,1209.011,3548.829,5035.82,23090.01,32720.148,70.272,85.187,17.688,426.738,2839.26,151.867,215.5,2003.614,8.19,122.194,1139.103,1614.188,3.007,7.392,4563.94,2.903,71.352,3171.928,844.878,1198.89,2238.372,16.73,8.258,11.482,551.25,5689.497,1501.273,2130.32,4014.974,29.728,14.813,-15.22,-0.213,18.904,115.366,748.955,207.892,295,528.524,4.117,1.95,4.811,345.569,7528.741,39.746,56.4,5312.895,-1.139,-25.377,1553.797,2201.838,0.787,19.601,299.108,93.725,17.747,45.092,66.05,211.075,1.308,0.779,5050.102,10.395,435.885,4940.542,1293.382,1835.32,3486.45,25.611,12.863,50.17,154.529,468.029,124.664,176.9,330.28,2.469,1.219,20.092,157.178,967.807,257.786,365.8,682.964,5.105,2.52,CHN,829760595,572999405,59.152
China,2019,10713.984,1423520354,40188.543,CHN,23631939764224,7.079,2.383,25.356,36.053,79.191,112.73,1.502,0.09,619.617,2.55,570.09,16121.257,22922.236,3410.692,4855.19,3.754,801.488,15581.264,22154.439,64.706,57.037,7486.63,5259.236,7503.43,20.672,4.631,1778.898,28264.688,1.701,3.598,1177.367,3610.879,5140.16,23840.193,33897.516,68.504,84.346,8.612,244.508,3083.768,163.327,232.5,2168.821,9.492,153.226,1243.026,1767.414,3.099,7.673,4649.25,6.143,182.447,3354.375,893.939,1272.54,2359.139,16.959,8.347,10.875,601.533,6291.03,1660.159,2363.27,4424.495,31.496,15.654,-16.8,-0.224,18.203,133.071,882.026,244.956,348.7,620.331,4.647,2.195,4.818,362.769,7891.51,36.859,52.47,5550.116,1.217,26.796,1567.403,2228.634,0.699,19.636,359.759,112.725,20.272,60.651,79.188,253.019,1.502,0.895,5271.039,9.718,468.462,5409.004,1415.203,2014.57,3804.164,26.849,13.459,26.625,122.429,590.458,157.356,224,415.27,2.985,1.469,10.798,100.553,1068.36,284.717,405.3,751.38,5.402,2.658,CHN,848982855,558762145,60.308
China,2020,10905.693,1426106083,41493.711,CHN,24151844716544,-23.742,-8.56,19.295,27.493,95.105,135.63,1.744,0.066,606.258,2.095,480.316,16423.652,23402.553,3451.328,4921.96,0.95,210.496,15695.465,22364.936,63.272,56.4,7762.03,5442.814,7779.07,20.851,3.248,1305.168,29119.828,1.718,2.451,830.877,3665.878,5227.93,24372.002,34728.391,67.205,83.696,9.158,282.404,3366.173,177.056,252.5,2362.343,9.77,172.678,1361.535,1940.092,3.246,8.112,4716.12,3.864,116.815,3471.19,926.796,1321.71,2436.043,16.991,8.366,7.473,474.29,6765.32,1788.885,2551.14,4747.827,32.795,16.304,-17.04,-0.22,5.019,40.863,922.889,256.783,366.2,647.673,4.708,2.224,0.864,68.157,7959.667,37.494,53.47,5586.006,1.639,36.53,1589.667,2265.163,0.687,19.183,432.86,135.626,20.315,73.101,95.102,303.776,1.743,1.043,5454.763,7.891,433.427,5842.432,1532.102,2184.94,4100.154,28.087,14.08,16.563,95.266,685.724,183.086,261.1,481.234,3.356,1.653,15.1,156.804,1225.164,327.115,466.5,859.807,5.997,2.953,CHN,866810508,544289492,61.428
China,2021,11447.913,1426437276,43847.004,CHN,26180600201216,4.063,1.117,20.065,28.61,116.325,165.93,1.944,0.065,599.005,3.901,912.924,17052.801,24315.477,3739.295,5333.87,3.635,813.039,16255.053,23177.975,62.5,55.455,8520.02,5972.937,8534.26,21.784,5.671,2353.293,30750.547,1.675,4.503,1563.858,3980.568,5678.03,25452.287,36292.25,66.532,82.77,12.967,436.507,3802.679,201.271,287.1,2666.875,7.839,152.077,1467.269,2092.169,3.364,8.673,5112.06,-1.642,-69.51,3401.68,911.362,1300,2385.648,15.233,7.758,11.875,789.435,7554.756,2002.352,2856.23,5298.261,33.468,17.23,-14.24,-0.167,11.278,100.325,1023.213,285.677,407.5,717.594,4.775,2.334,2.694,214.428,8174.095,40.002,57.06,5732.612,2.111,47.823,1622.131,2312.986,0.669,18.642,529.582,165.925,22.341,96.722,116.321,371.404,1.944,1.208,5982.92,11.974,689.111,6531.542,1716.676,2448.73,4580.667,28.693,14.896,25.239,169.929,855.653,229.242,327,600.082,3.832,1.951,40.579,490.853,1716.017,459.747,655.8,1203.468,7.684,3.914,CHN,882894483,529465517,62.512
China,2022,11350.538,1425179562,44516.312,CHN,26966017179648,2.003,0.573,20.467,29.183,128.075,182.53,2.063,0.066,586.7,0.338,82.303,17110.594,24397.779,3797.894,5412.68,9.439,2187.658,17789.367,25365.633,61.169,54.806,8835.76,6199.752,8848.71,22.407,1.526,669.309,31220.076,1.651,0.222,80.396,4041.835,5760.34,25508.779,36372.648,65.098,81.706,-0.689,-26.204,3776.475,193.393,275.62,2648.509,6.034,126.245,1555.813,2218.414,3.115,8.483,5191.54,-0.144,-17.301,3384.379,910.847,1298.12,2373.525,14.67,7.603,8.067,588.912,8143.668,2167.004,3088.37,5711.298,34.902,18.294,-12.95,-0.147,2.523,21.987,1045.2,293.142,417.78,733.017,4.721,2.348,0.297,24.298,8198.393,50.548,72.04,5749.678,2.937,67.931,1669.779,2380.917,0.814,18.417,582.571,182.525,10.005,52.989,128.072,408.568,2.063,1.309,6208.839,8.979,566.925,7098.468,1873.862,2670.59,4978.281,30.181,15.946,30.664,258.297,1113.95,299.801,427.27,781.233,4.829,2.502,16.296,272.367,1988.384,535.14,762.67,1394.489,8.619,4.467,CHN,897578430,514596570,63.56
China,2023,11902.503,1422584937,47427.562,CHN,NA,5.6,1.634,21.616,30.818,139.275,198.13,2.095,0.065,583.608,4.676,1140.742,17913.33,25538.521,4044.666,5753.88,1.952,495.049,18139.301,25860.682,60.846,53.847,9443.07,6637.966,9456.45,22.495,6.54,2911.25,33266.828,NA,6.337,2304.766,4307.356,6127.58,27129.264,38677.414,64.798,81.55,7.2,271.906,4048.381,209.337,297.8,2839.632,5.597,124.169,1643.144,2342.583,3.149,8.536,5518.86,-5.556,-199.657,3184.722,861.812,1226,2233.84,12.965,6.715,7.767,606.484,8750.152,2340.015,3328.87,6137.566,35.202,18.45,-13.38,-0.142,4.055,38.429,1083.629,305.585,434.72,760.083,4.597,2.285,10.882,892.118,9090.511,53.354,75.9,6376.302,2.102,50.056,1705.142,2430.972,0.803,19.167,632.369,198.125,8.547,49.797,139.271,443.558,2.095,1.333,6647.372,8.341,568.055,7666.523,2034.43,2894.15,5377.483,30.605,16.165,36.717,403.474,1517.424,410.626,584.15,1064.358,6.177,3.199,16.154,312.807,2301.191,622.719,885.87,1614.11,9.368,4.852,CHN,910895447,499814553,64.57
